"birth_city","birth_country","bc_name","count"
"KRASNYJ KUT","160","Russische Föderation",2
"KRASSIWOJE","444","Kasachstan",2
"KREMENTSCHUK","166","Ukraine",2
"KRISTIANSTAD","157","Schweden",2
"KRIULENI","146","Moldau",2
"KRIVA PALANKA","144","Nordmazedonien",2
"KRIVIJ RIG","166","Ukraine",2
"KRIWOJAR","160","Russische Föderation",2
"KROTOSZYN","152","Polen",2
"KRUME","121","Albanien",2
"KRYNICA","152","Polen",2
"KRYNICA ZDROJ","152","Polen",2
"KRYNICA-ZDROJ","152","Polen",2
"KRYWYI RIH","166","Ukraine",2
"KRYWYJ RIH","166","Ukraine",2
"KSAR EL KEBIR","252","Marokko",2
"KSAR MENOUGUA","252","Marokko",2
"KUBANI","475","Syrien",2
"KUBRAT","125","Bulgarien",2
"KUCOVE","121","Albanien",2
"KUFSTEIN","151","Österreich",2
"KUKES","121","Albanien",2
"KULA","163","Türkei",2
"KUMANOVE","144","Nordmazedonien",2
"KUNDUS","423","Afghanistan",2
"KUPJANSK","166","Ukraine",2
"KURUKSHETRA","436","Indien",2
"KUSADASI","163","Türkei",2
"KUSAKAN","444","Kasachstan",2
"KUSNEZOWO","160","Russische Föderation",2
"KUWAIT","475","Syrien",2
"KUWEIT","475","Syrien",2
"KUZMIN","150","Kosovo",2
"KVARELI","430","Georgien",2
"KWIDZYN","152","Polen",2
"LA FERTE MACE","129","Frankreich",2
"LA PAZ","326","Bolivien",2
"LA RINCONADA","161","Spanien",2
"LA SPEZIA","137","Italien",2
"LA TRONCHE","129","Frankreich",2
"LA VEGA","335","Dominikanische Republik",2
"LABIN","130","Kroatien",2
"LABLJANE","150","Kosovo",2
"LABO","462","Philippinen",2
"LACARAK","170","Serbien",2
"LACCO AMENO","137","Italien",2
"LACIN","477","Usbekistan",2
"LADIK","163","Türkei",2
"LAGHMAN","423","Afghanistan",2
"LAGUNA","327","Brasilien",2
"LAIKIPIA","243","Kenia",2
"LAL WA SAR JANGAL","423","Afghanistan",2
"LANCUT","152","Polen",2
"LANDOVICE","150","Kosovo",2
"LANDSBERG","152","Polen",2
"LANG SON","432","Vietnam",2
"LANURILE","154","Rumänien",2
"LANUSEI","137","Italien",2
"LARISA","134","Griechenland",2
"LARISSA","134","Griechenland",2
"LASIN","152","Polen",2
"LASLOVO","122","Bosnien und Herzegowina",2
"LAURO MULLER","327","Brasilien",2
"LAZNICA","138","Jugoslawien, Bundesrepublik",2
"LEBEDINOWKA","450","Kirgisistan",2
"LEFKOSIA","181","Zypern",2
"LEGANES","161","Spanien",2
"LEHLIU-GARA","154","Rumänien",2
"LEICESTER","168","Vereinigtes Königreich",2
"LELETIQ","150","Kosovo",2
"LENIN","444","Kasachstan",2
"LENINA","444","Kasachstan",2
"LENINABAD","470","Tadschikistan",2
"LENINOGORSK","444","Kasachstan",2
"LENINSK-KUSNEZKI","160","Russische Föderation",2
"LENTINI","137","Italien",2
"LEOVA","146","Moldau",2
"LEPE","161","Spanien",2
"LEROS","134","Griechenland",2
"LES ABYMES","129","Frankreich",2
"LESBOS","134","Griechenland",2
"LESKOVAS","138","Jugoslawien, Bundesrepublik",2
"LEVSKI","125","Bulgarien",2
"LEZAJSK","152","Polen",2
"LEZHE","121","Albanien",2
"LIAONING","479","China",2
"LIBAU","139","Lettland",2
"LICHTENVOORDE","148","Niederlande",2
"LIEGNITZ","152","Polen",2
"LIETUVA","142","Litauen",2
"LIJEVCA","122","Bosnien und Herzegowina",2
"LILAN","475","Syrien",2
"LILLEBONNE","129","Frankreich",2
"LIMANOWA","152","Polen",2
"LIMBE","262","Kamerun",2
"LIPCANI","146","Moldau",2
"LIPJAN","138","Jugoslawien, Bundesrepublik",2
"LIPJAN","150","Kosovo",2
"LIPNO","152","Polen",2
"LIPOVA","154","Rumänien",2
"LISAKOWSK","444","Kasachstan",2
"LJUBUSKI","122","Bosnien und Herzegowina",2
"LLABJAN","150","Kosovo",2
"LLEIDA","161","Spanien",2
"LNIANO","152","Polen",2
"LOC. UNGHENI","146","Moldau",2
"LOC.CHISNIAU","146","Moldau",2
"LOC.MARARESTI","146","Moldau",2
"LOCERI","137","Italien",2
"LOCRI","137","Italien",2
"LOGAR","423","Afghanistan",2
"LOISON","129","Frankreich",2
"LONDRINA","327","Brasilien",2
"LONGI","137","Italien",2
"LORCA MURCIA","161","Spanien",2
"LORENSKOG","149","Norwegen",2
"LOS ANGELES","368","Vereinigte Staaten",2
"LOSICE","152","Polen",2
"LOTA","332","Chile",2
"LOUISIANA","368","Vereinigte Staaten",2
"LOV","475","Syrien",2
"LUANDA AGO","223","Angola",2
"LUBACZOW","152","Polen",2
"LUBAINEN","152","Polen",2
"LUBARTOW","152","Polen",2
"LUBAWSKIE","152","Polen",2
"LUCCA","137","Italien",2
"LUCERA","137","Italien",2
"LUCICI","122","Bosnien und Herzegowina",2
"LUDUS","154","Rumänien",2
"LUGANSK","166","Ukraine",2
"LUGOSCH","154","Rumänien",2
"LUKTA","152","Polen",2
"LULEBURGAZ","163","Türkei",2
"LUSAKA","257","Sambia",2
"LUTON","168","Vereinigtes Königreich",2
"LUZSK","166","Ukraine",2
"LWIW","166","Ukraine",2
"LWOW OBLAST","166","Ukraine",2
"M. KEMALPASA","163","Türkei",2
"MA","327","Brasilien",2
"MAABADA","475","Syrien",2
"MAARTAMATER","475","Syrien",2
"MABADE","475","Syrien",2
"MACHAKOS","243","Kenia",2
"MACHATSCHKALA","160","Russische Föderation",2
"MACON","129","Frankreich",2
"MADEN","163","Türkei",2
"MADINA ALTHOURA","475","Syrien",2
"MADINET ALBAATH","475","Syrien",2
"MADYARA","475","Syrien",2
"MAFRAQ","445","Jordanien",2
"MAGYARORSZAG","165","Ungarn",2
"MAHABAD","439","Iran",2
"MAHAJA","475","Syrien",2
"MAHAJAH","475","Syrien",2
"MAHALAPYE","227","Botsuana",2
"MAHARASHTRA","436","Indien",2
"MAHDIA","285","Tunesien",2
"MAIS EL JABAL","451","Libanon",2
"MAJDALZOUN","451","Libanon",2
"MAJKOP","160","Russische Föderation",2
"MAKATI","462","Philippinen",2
"MAKATI CITY","462","Philippinen",2
"MAKHMUR","438","Irak",2
"MAKIJIWKA","166","Ukraine",2
"MAKOW PODHALANSKI","152","Polen",2
"MALA DOBRANJA","138","Jugoslawien, Bundesrepublik",2
"MALA DOBRANJA","170","Serbien",2
"MALBORK","152","Polen",2
"MALDYTY","152","Polen",2
"MALIKIA","475","Syrien",2
"MALINDI","243","Kenia",2
"MALOSZOW","152","Polen",2
"MALYI KARAJ","444","Kasachstan",2
"MANAVPINARI","163","Türkei",2
"MANBIJ","475","Syrien",2
"MANDI BAHAUDDIN","461","Pakistan",2
"MANDURIA","137","Italien",2
"MANENGOLE","262","Kamerun",2
"MANIPAY","431","Sri Lanka",2
"MANKON","262","Kamerun",2
"MANTOVA","137","Italien",2
"MAOCA","122","Bosnien und Herzegowina",2
"MAQUELA DO ZOMBO","223","Angola",2
"MARACAY","367","Venezuela",2
"MARAMURES","154","Rumänien",2
"MARCIANISE","137","Italien",2
"MARETMASRIN","475","Syrien",2
"MARGATE","168","Vereinigtes Königreich",2
"MARIUPOL","166","Ukraine",2
"MARJEYOUN","451","Libanon",2
"MAROUSI","134","Griechenland",2
"MARRAKESCH","252","Marokko",2
"MARSIN","163","Türkei",2
"MARTIGUES","129","Frankreich",2
"MARTUK","444","Kasachstan",2
"MARYLAND","368","Vereinigte Staaten",2
"MASHAD","439","Iran",2
"MASHFAA AL GAMIA","475","Syrien",2
"MASHIRFA","475","Syrien",2
"MATADI","245","Kongo",2
"MATERA","137","Italien",2
"MATESZALKA","165","Ungarn",2
"MATOURIN","367","Venezuela",2
"MATURIN","367","Venezuela",2
"MAYADEEN","475","Syrien",2
"MAYADIEN","475","Syrien",2
"MAYADIN","475","Syrien",2
"MAZEIRIB","475","Syrien",2
"MAZOUJA NADOR","252","Marokko",2
"MAZRAAT AMOUD","475","Syrien",2
"MAZRAAT JEN","475","Syrien",2
"MBANZA CONGO","223","Angola",2
"MECIDIYE","163","Türkei",2
"MEDELLIN","349","Kolumbien",2
"MEDINA","472","Saudi-Arabien",2
"MEDNOGORSK","160","Russische Föderation",2
"MEHMETLER","163","Türkei",2
"MEJDAN","121","Albanien",2
"MELNITSCHNOJE","160","Russische Föderation",2
"MENARA GUELIZ","252","Marokko",2
"MENATHERA","475","Syrien",2
"MENIA","287","Ägypten",2
"MENOUFIA","287","Ägypten",2
"MENTESE","163","Türkei",2
"MENZEL BOUGUIBA","285","Tunesien",2
"MENZEL BOUZELFA","285","Tunesien",2
"MENZEL JEMIL","285","Tunesien",2
"MERAEAN","475","Syrien",2
"MERDIN","163","Türkei",2
"MERENI","146","Moldau",2
"MESSOCOMI SERRES","134","Griechenland",2
"METAKET","262","Kamerun",2
"METKOVIC","130","Kroatien",2
"MEWE","152","Polen",2
"MEXICO CITY","353","Mexiko",2
"MEXIKO-STADT","353","Mexiko",2
"MEZOKOVESD","165","Ungarn",2
"MHARDEH","475","Syrien",2
"MIANI BHAGUPURIAN","436","Indien",2
"MIDAR","252","Marokko",2
"MIECHOW","152","Polen",2
"MIECHOWICE","152","Polen",2
"MIEDZNA","152","Polen",2
"MIERCUREA NIRAJULUI","154","Rumänien",2
"MILAS","163","Türkei",2
"MILITELLO","137","Italien",2
"MINDRESTI","146","Moldau",2
"MINGACHEVIR","425","Aserbaidschan",2
"MINGIR","146","Moldau",2
"MINNETLER","163","Türkei",2
"MINSK MAZOWIECKI","152","Polen",2
"MIODOWKO","152","Polen",2
"MIRASH","150","Kosovo",2
"MIRDITE","121","Albanien",2
"MISAN","438","Irak",2
"MISKOLC","165","Ungarn",2
"MISSISSAUGA","348","Kanada",2
"MISTELBACH","151","Österreich",2
"MITRANWALI","461","Pakistan",2
"MITROVICE","170","Serbien",2
"MLADENOVAC","170","Serbien",2
"MLIHA ALATASH","475","Syrien",2
"MO HASAN","475","Syrien",2
"MO HASEN","475","Syrien",2
"MO HASSAN","475","Syrien",2
"MOCA","335","Dominikanische Republik",2
"MODRICA","122","Bosnien und Herzegowina",2
"MOGADISCHU","273","Somalia",2
"MOHAMED BELOUIZDAD","221","Algerien",2
"MOHAMMEDIA","252","Marokko",2
"MOHASSAN","475","Syrien",2
"MOLDAWIEN","146","Moldau",2
"MOLDOVA","146","Moldau",2
"MOLOTOW","160","Russische Föderation",2
"MONASTERACE","137","Italien",2
"MONASTIR","285","Tunesien",2
"MONKI","152","Polen",2
"MONOFIYA","287","Ägypten",2
"MONROVIA","247","Liberia",2
"MONTANA","125","Bulgarien",2
"MONTAUBAN","129","Frankreich",2
"MONTEBELLUNA","137","Italien",2
"MONTPELIER","129","Frankreich",2
"MONZA","137","Italien",2
"MORIWALA","436","Indien",2
"MORK","475","Syrien",2
"MORON DE LA FRONTERA","161","Spanien",2
"MOSAL","438","Irak",2
"MOSCOVEI","146","Moldau",2
"MOSYR","169","Belarus",2
"MOTOGUL","444","Kasachstan",2
"MOTRU","154","Rumänien",2
"MOURIK","475","Syrien",2
"MOUSSEL","438","Irak",2
"MOUSSUL","438","Irak",2
"MOVILITA","154","Rumänien",2
"MRAMOR","122","Bosnien und Herzegowina",2
"MRAMOR","170","Serbien",2
"MTN ABOURYA","475","Syrien",2
"MUCUR","163","Türkei",2
"MUGLA","163","Türkei",2
"MUHASAN","475","Syrien",2
"MUHASSAN","475","Syrien",2
"MUKHAIAM YARMOUK","475","Syrien",2
"MUKHAYAM ALYARMUK","475","Syrien",2
"MUKTIKOL","160","Russische Föderation",2
"MULAGO","286","Uganda",2
"MULHAUSEN","129","Frankreich",2
"MUN. BACAU JUD. BACAU","154","Rumänien",2
"MUN. BRAILA JUD. BRAILA","154","Rumänien",2
"MUN. BUCURESTI SEC. 4","154","Rumänien",2
"MUN. BUCURESTI SEC. 5","154","Rumänien",2
"MUN. BUCURESTI SEC.5","154","Rumänien",2
"MUN. FOCSANI JUD. VRANCEA","154","Rumänien",2
"MUN. GALATI JUD. GALATI","154","Rumänien",2
"MUN. IASI JUD. IASI","154","Rumänien",2
"MUN. MANGALIA JUD. CONSTANTA","154","Rumänien",2
"MUN. MEDGIDIA JUD. CONSTANTA","154","Rumänien",2
"MUN. ONESTI JUD. BACAU","154","Rumänien",2
"MUN. TECUCI JUD. GALATI","154","Rumänien",2
"MUN. TIMISOARA JUD. TIMIS","154","Rumänien",2
"MUN. TIRGU MURES JUD. MURES","154","Rumänien",2
"MUN.BOTOSANI JUD.BOTOSANI","154","Rumänien",2
"MUN.BUCURESTI","154","Rumänien",2
"MUN.BUCURESTI SEC.3","154","Rumänien",2
"MUN.BUCURESTI SEC.6","154","Rumänien",2
"MUN.SACELE","154","Rumänien",2
"MUNSHIGANJ","460","Bangladesch",2
"MURATPASA","163","Türkei",2
"MURSHID BIKAR","475","Syrien",2
"MUSTAFA AKEMALPASA","163","Türkei",2
"MUSTAFA KEMAL PASA","163","Türkei",2
"MUT","163","Türkei",2
"MYMENSINGH","460","Bangladesch",2
"MYROPILLJA","166","Ukraine",2
"MYSLOWITZ","152","Polen",2
"MYSZKOW","152","Polen",2
"NABAH AL-SAKHER","475","Syrien",2
"NABATIEH","451","Libanon",2
"NABEA ALSAKHR","475","Syrien",2
"NABEK","475","Syrien",2
"NADAROWSKA","444","Kasachstan",2
"NAGOYA","442","Japan",2
"NAIMA","252","Marokko",2
"NAINATIVU","431","Sri Lanka",2
"NAJAF","438","Irak",2
"NAKHON PATHOM","476","Thailand",2
"NAKHON SI THAMMARAT","476","Thailand",2
"NAMANGAN","477","Usbekistan",2
"NAMAR","475","Syrien",2
"NAMER","475","Syrien",2
"NAMUR","124","Belgien",2
"NANCY","129","Frankreich",2
"NANGARHAR","423","Afghanistan",2
"NAPOLI","137","Italien",2
"NAR","163","Türkei",2
"NARDO","137","Italien",2
"NARSINGDI","460","Bangladesch",2
"NASIRIA","472","Saudi-Arabien",2
"NASRIYA","438","Irak",2
"NAVODARI","154","Rumänien",2
"NAZILLI","163","Türkei",2
"NEGESTRI","154","Rumänien",2
"NEGOTINO","144","Nordmazedonien",2
"NEISSE","152","Polen",2
"NEIVA","349","Kolumbien",2
"NEUDORF","160","Russische Föderation",2
"NEW HAVEN","368","Vereinigte Staaten",2
"NEW JERSEY","368","Vereinigte Staaten",2
"NEWINNOMYSK","160","Russische Föderation",2
"NEWTON","368","Vereinigte Staaten",2
"NEYBA","335","Dominikanische Republik",2
"NGURU MBAISE","232","Nigeria",2
"NHU QUYNH","432","Vietnam",2
"NIAMEY","255","Niger",2
"NIBO","232","Nigeria",2
"NIDZICA","152","Polen",2
"NIJMEGEN","148","Niederlande",2
"NIKOLAITAL","160","Russische Föderation",2
"NIKOLAJEWKA","160","Russische Föderation",2
"NIKOSIA","475","Syrien",2
"NIKSIC","170","Serbien",2
"NINAUA","438","Irak",2
"NINAVA","438","Irak",2
"NINAVAH","438","Irak",2
"NKORANZA","238","Ghana",2
"NOAKHALI","460","Bangladesch",2
"NONG KHAI","476","Thailand",2
"NOVA CRNJA","138","Jugoslawien, Bundesrepublik",2
"NOVA VENEZA","327","Brasilien",2
"NOVACI","154","Rumänien",2
"NOVI LIGURE","137","Italien",2
"NOVI SAD","138","Jugoslawien, Bundesrepublik",2
"NOVII URENGOI","160","Russische Föderation",2
"NOVO MESTO","131","Slowenien",2
"NOVOSIBIRSK","160","Russische Föderation",2
"NOVOTROIZKOJE","444","Kasachstan",2
"NOWA DEBA","152","Polen",2
"NOWA RUDA","152","Polen",2
"NOWE","152","Polen",2
"NOWE MIASTO LUBAWSKIE","152","Polen",2
"NOWENKOJE","160","Russische Föderation",2
"NOWGOROD","160","Russische Föderation",2
"NOWODOLINKA","444","Kasachstan",2
"NOWODWOROWKA","444","Kasachstan",2
"NOWOGARD","152","Polen",2
"NOWOGEORGIJEWKA","160","Russische Föderation",2
"NOWOGRAD-WOLINSKIJ","166","Ukraine",2
"NOWOKUZNEZK","160","Russische Föderation",2
"NOWY DWOR MAZOWIECKI","152","Polen",2
"NOWY TARG","152","Polen",2
"NSAMBYA","286","Uganda",2
"NURINSKI","444","Kasachstan",2
"NYEN","262","Kamerun",2
"NYIREGYHAZA","165","Ungarn",2
"NZEREKORE","261","Guinea",2
"OBERWISCHAU","154","Rumänien",2
"OBL. CHARKIW","166","Ukraine",2
"OBLAST CHMELNYZKYJ","166","Ukraine",2
"OBLAST ODESSA","166","Ukraine",2
"OBNINSK","160","Russische Föderation",2
"OBORNIKI","152","Polen",2
"OCHAKIV","166","Ukraine",2
"OCNITA","146","Moldau",2
"ODESA","166","Ukraine",2
"ODORHEIU SECUIESC","154","Rumänien",2
"OF","163","Türkei",2
"OGECLI","163","Türkei",2
"OGULIN","130","Kroatien",2
"OHLAU","152","Polen",2
"OKCULAR","163","Türkei",2
"OKTJABRSKIJ","444","Kasachstan",2
"OLAWA","152","Polen",2
"OLECKO","152","Polen",2
"OLESNO SLASKIE","152","Polen",2
"OLKUSZ","152","Polen",2
"OLLEROS","161","Spanien",2
"OLOT","161","Spanien",2
"OLOVO","122","Bosnien und Herzegowina",2
"OLTU","163","Türkei",2
"OM WALAD","475","Syrien",2
"OMERHACILI","163","Türkei",2
"OMSK","159","Sowjetunion",2
"ONITCANI","146","Moldau",2
"OPATOW","152","Polen",2
"ORAHOVICA","130","Kroatien",2
"ORASAC","122","Bosnien und Herzegowina",2
"ORAVITA","154","Rumänien",2
"ORHANELI","163","Türkei",2
"ORISTANO","137","Italien",2
"ORLATE","170","Serbien",2
"ORMOC CITY","462","Philippinen",2
"OROSEI","137","Italien",2
"ORS. GAESTI JUD. DIMBOVITA","154","Rumänien",2
"ORS. TIRGU BUJOR JUD. GALATI","154","Rumänien",2
"ORS. TIRGU CARBUNESTI JUD. GORJ","154","Rumänien",2
"ORS. TIRGU FRUMOS JUD. IASI","154","Rumänien",2
"ORSAL","451","Libanon",2
"ORSOVA","154","Rumänien",2
"ORTONA","137","Italien",2
"OSINNIKI","160","Russische Föderation",2
"OSORHEI","154","Rumänien",2
"OSTRA","154","Rumänien",2
"OSTROVICA","170","Serbien",2
"OSTROVO","125","Bulgarien",2
"OSTROW","152","Polen",2
"OSTRZESZOW","152","Polen",2
"OSUNA","161","Spanien",2
"OSWIECIM","152","Polen",2
"OTLJA","144","Nordmazedonien",2
"OTOKA","122","Bosnien und Herzegowina",2
"OTWOCK","152","Polen",2
"OUED ZEM","252","Marokko",2
"OULAD SETTOUT","252","Marokko",2
"OULAD TEIMA","252","Marokko",2
"OULED ARIF","252","Marokko",2
"OULED FAYET","221","Algerien",2
"OULED FREJ","252","Marokko",2
"OURDANA","252","Marokko",2
"OUTAT EL HAJ","252","Marokko",2
"OVAR","153","Portugal",2
"OXFORD","168","Vereinigtes Königreich",2
"PA","327","Brasilien",2
"PACHOMOWKA","444","Kasachstan",2
"PACZKOW","152","Polen",2
"PAHIATUA","536","Neuseeland",2
"PAJECZNO","152","Polen",2
"PAKISTAN","461","Pakistan",2
"PAKTIA","423","Afghanistan",2
"PALAMOS","161","Spanien",2
"PALENCIA","161","Spanien",2
"PALESTRINA","137","Italien",2
"PALM BEACH COUNTY","368","Vereinigte Staaten",2
"PALMA DI MONTECHIARO","137","Italien",2
"PALPA","458","Nepal",2
"PANAGYURISHTE","125","Bulgarien",2
"PANFILOWO","160","Russische Föderation",2
"PATERNO","137","Italien",2
"PATHUM THANI","476","Thailand",2
"PATNA","436","Indien",2
"PATSCHKAU","152","Polen",2
"PAVIA","137","Italien",2
"PAVLIKENI","125","Bulgarien",2
"PAVLODARSKAYA OBL","444","Kasachstan",2
"PAVLODARSKAYA OBL.","444","Kasachstan",2
"PAVLOGRAD","166","Ukraine",2
"PAWLOGRAD","166","Ukraine",2
"PAWLOWSK","160","Russische Föderation",2
"PAZAR","163","Türkei",2
"PAZARDZHIK","125","Bulgarien",2
"PEC","132","Serbien und Montenegro",2
"PEHOWA","436","Indien",2
"PEJE","132","Serbien und Montenegro",2
"PEJE","170","Serbien",2
"PEKING","479","China",2
"PERAK","482","Malaysia",2
"PERMET","121","Albanien",2
"PERNIK","125","Bulgarien",2
"PESCARA","137","Italien",2
"PESCIA","137","Italien",2
"PESHAWAR","461","Pakistan",2
"PESHKOPI","121","Albanien",2
"PESTSCHANOJE","160","Russische Föderation",2
"PETALING JAYA","482","Malaysia",2
"PETROPAWLOWSK","444","Kasachstan",2
"PETROVAC NA MLAVI","170","Serbien",2
"PETROVKA","444","Kasachstan",2
"PETROWKA","160","Russische Föderation",2
"PETRU RARES","154","Rumänien",2
"PETSCHORA","160","Russische Föderation",2
"PHICHIT","476","Thailand",2
"PHU-NHUAN","432","Vietnam",2
"PHUKET","476","Thailand",2
"PIAZZA ARMERINA","137","Italien",2
"PIEKAR","152","Polen",2
"PILJUZICI","122","Bosnien und Herzegowina",2
"PINCZOW","152","Polen",2
"PIOVE DI SACCO","137","Italien",2
"PIRAUS","134","Griechenland",2
"PISEK","164","Tschechien",2
"PISZ","152","Polen",2
"PJETERQ","150","Kosovo",2
"PJETERQ I EPERM","132","Serbien und Montenegro",2
"PJETERQ I EPERM","150","Kosovo",2
"PLESINA","138","Jugoslawien, Bundesrepublik",2
"PLESINA","150","Kosovo",2
"PLESZEW","152","Polen",2
"PLOPANA","154","Rumänien",2
"PLOSCOS","154","Rumänien",2
"PLOVDIV","154","Rumänien",2
"PLOWDIW","125","Bulgarien",2
"PLUSKI","152","Polen",2
"PODBORJE","122","Bosnien und Herzegowina",2
"PODERSAM","162","Tschechoslowakei",2
"PODOWINNY","160","Russische Föderation",2
"PODSOSNOWO","160","Russische Föderation",2
"PODUJEVO","138","Jugoslawien, Bundesrepublik",2
"PODUJEVO","170","Serbien",2
"POGRADEC","121","Albanien",2
"POHORNICENI","146","Moldau",2
"POLAC","150","Kosovo",2
"POLATLI","163","Türkei",2
"POLCZYN-ZDROJ","152","Polen",2
"POLJICE","122","Bosnien und Herzegowina",2
"POLKOWICE","152","Polen",2
"POLSKA CEREKIEW","152","Polen",2
"POLTAVA","166","Ukraine",2
"PONTEVEDRA","161","Spanien",2
"POONCH AJK","461","Pakistan",2
"POPESTI","154","Rumänien",2
"POPILNJA","166","Ukraine",2
"PORDENONE","137","Italien",2
"PORTLAND","368","Vereinigte Staaten",2
"PORTO DE MOS","153","Portugal",2
"POSHTEM","150","Kosovo",2
"POSOF","163","Türkei",2
"POSTOJNA","131","Slowenien",2
"POTURGE","163","Türkei",2
"POZAREVAC","132","Serbien und Montenegro",2
"POZAREVAC","138","Jugoslawien, Bundesrepublik",2
"POZEGA","130","Kroatien",2
"PRABUTY","152","Polen",2
"PRACHINBURI","476","Thailand",2
"PRAG","162","Tschechoslowakei",2
"PRAJILA","146","Moldau",2
"PRATUMWAN","476","Thailand",2
"PREISKRETSCHAM","152","Polen",2
"PREKONOGA","138","Jugoslawien, Bundesrepublik",2
"PRESELETS","125","Bulgarien",2
"PRESEVO","170","Serbien",2
"PRETORIA","263","Südafrika",2
"PREVEZA","134","Griechenland",2
"PRIJEPOLJE","170","Serbien",2
"PRISHTINA","120","Jugoslawien",2
"PRISHTINE","170","Serbien",2
"PROGRESS","160","Russische Föderation",2
"PROVADIA","125","Bulgarien",2
"PRRENJAS","121","Albanien",2
"PSCHOW","152","Polen",2
"PSZCZOLKI","152","Polen",2
"PUEBLA","353","Mexiko",2
"PUERTO PLATA","335","Dominikanische Republik",2
"PUERTOLLANO","161","Spanien",2
"PUHOI","146","Moldau",2
"PULTUSK","152","Polen",2
"PUNJAB","461","Pakistan",2
"PUTNA","154","Rumänien",2
"PUTURGE","163","Türkei",2
"PYCE","125","Bulgarien",2
"QABIBAT","475","Syrien",2
"QAHTANIA","475","Syrien",2
"QAMISHLY","475","Syrien",2
"QARA","475","Syrien",2
"QARAH HALINJ","475","Syrien",2
"QARIATEN","475","Syrien",2
"QASTAL","475","Syrien",2
"QATANA","475","Syrien",2
"QAX","425","Aserbaidschan",2
"QENA","287","Ägypten",2
"QERE HALNJ","475","Syrien",2
"QOM","439","Iran",2
"QUABR ALSET","475","Syrien",2
"QUARIATEN","475","Syrien",2
"QUDSIYA","475","Syrien",2
"QUED ZEM","252","Marokko",2
"QUEZON","462","Philippinen",2
"QUITO","336","Ecuador",2
"RAAS ALAIN","475","Syrien",2
"RABIA","438","Irak",2
"RABKA-ZDROJ","152","Polen",2
"RACARI","154","Rumänien",2
"RADAUTZ","154","Rumänien",2
"RADOAIA","146","Moldau",2
"RADOVISH","144","Nordmazedonien",2
"RADUCANENI","154","Rumänien",2
"RADZIEJOW","152","Polen",2
"RADZILOW","152","Polen",2
"RADZIONKOW","152","Polen",2
"RADZYN PODLASKI","152","Polen",2
"RAFAELA","323","Argentinien",2
"RAFEED","475","Syrien",2
"RAHOVEC","133","Serbien (einschließlich Kosovo)",2
"RAJCZA","152","Polen",2
"RAJO","475","Syrien",2
"RAKKA","475","Syrien",2
"RAKOVCANI","122","Bosnien und Herzegowina",2
"RAMACCA","137","Italien",2
"RAMHORMOZ","439","Iran",2
"RAMOTSWA","227","Botsuana",2
"RANKOS","475","Syrien",2
"RANKOUS","475","Syrien",2
"RANKUS","475","Syrien",2
"RAS AL AIN","475","Syrien",2
"RAS ALEIN","475","Syrien",2
"RAS EL AIN","252","Marokko",2
"RASDOLNOJE","160","Russische Föderation",2
"RASEM NIASS","475","Syrien",2
"RASEMNIAS","475","Syrien",2
"RASINARI","154","Rumänien",2
"RASM NIAS","475","Syrien",2
"RASMNIAS","475","Syrien",2
"RASTAN","475","Syrien",2
"RATANJ","122","Bosnien und Herzegowina",2
"RATIBORHAMMER","152","Polen",2
"RATNE","166","Ukraine",2
"RAUDENAI","142","Litauen",2
"RAVENNA","137","Italien",2
"RAYON USPENSKI","444","Kasachstan",2
"RAZGRAD","125","Bulgarien",2
"RECEA","146","Moldau",2
"REEF DAMASKUS","475","Syrien",2
"REFAHIYE","163","Türkei",2
"REGGIO CALABRIA","137","Italien",2
"REGGIO EMILIA","137","Italien",2
"REGGIO NELL'EMILIA","137","Italien",2
"REGHIN","154","Rumänien",2
"REIMS","129","Frankreich",2
"REPUBLICA MOLDOVA LOC.ISNOVAT","146","Moldau",2
"REPUBLIK MOLDAU","154","Rumänien",2
"RESEN","144","Nordmazedonien",2
"RESNIK","150","Kosovo",2
"RESNIK","170","Serbien",2
"RETHYMO","134","Griechenland",2
"REVUCA","155","Slowakei",2
"REYFEZ","163","Türkei",2
"REYHANLI","475","Syrien",2
"REZALLE","170","Serbien",2
"REZEKNE","139","Lettland",2
"REZINA","146","Moldau",2
"RIAD","475","Syrien",2
"RIBNITA","146","Moldau",2
"RIGA","142","Litauen",2
"RIM","137","Italien",2
"RIMNICELU","154","Rumänien",2
"RIMNICU SARAT","154","Rumänien",2
"RIMVSAK SOBOTA","155","Slowakei",2
"RIO FORMOSO","327","Brasilien",2
"RIO NEGRO","323","Argentinien",2
"RISALA","438","Irak",2
"RISCANI","146","Moldau",2
"RIYAD","472","Saudi-Arabien",2
"ROANNE","129","Frankreich",2
"ROI ET","476","Thailand",2
"ROMAN","154","Rumänien",2
"ROSCANI","146","Moldau",2
"ROSIORII DE VEDE","154","Rumänien",2
"ROSOWKA","444","Kasachstan",2
"ROSSANO","137","Italien",2
"ROVIGO","137","Italien",2
"RUDAKI","470","Tadschikistan",2
"RUDICE","150","Kosovo",2
"RUDNY","444","Kasachstan",2
"RUDNYI","444","Kasachstan",2
"RUDNYJ","444","Kasachstan",2
"RUDO","122","Bosnien und Herzegowina",2
"RUMIA","152","Polen",2
"RUPEA","154","Rumänien",2
"RUS","160","Russische Föderation",2
"RUSS.FOD.","160","Russische Föderation",2
"RUSSISCHE FODERATION","160","Russische Föderation",2
"RUSSLAND","160","Russische Föderation",2
