"birth_city","birth_country","bc_name","count"
"DAMASKUS","475","Syrien",41
"PAWLODAR","444","Kasachstan",35
"ISTANBUL","163","Türkei",32
"ALEPPO","475","Syrien",29
"BEIRUT","451","Libanon",26
"PRISHTINA","150","Kosovo",26
"CHISINAU","146","Moldau",25
"OMSK","160","Russische Föderation",25
"NADOR","252","Marokko",22
"ATHEN","134","Griechenland",18
"VRANCEA","154","Rumänien",18
"ZONGULDAK","163","Türkei",18
"EREGLI","163","Türkei",16
"SKOPJE","144","Nordmazedonien",16
"BARCELONA","161","Spanien",15
"MOSUL","438","Irak",15
"WIEN","151","Österreich",15
"ZENICA","122","Bosnien und Herzegowina",15
"BAGDAD","438","Irak",14
"HASAKA","475","Syrien",14
"KARAGANDA","444","Kasachstan",14
"NIS","170","Serbien",14
"VARTO","163","Türkei",14
"ACCRA","238","Ghana",13
"BACAU","154","Rumänien",13
"DARAA","475","Syrien",13
"HOMS","475","Syrien",13
"IALOMITA","154","Rumänien",13
"PEJE","150","Kosovo",13
"PRISHTINA","170","Serbien",13
"RUDA SLASKA","152","Polen",13
"TALDY-KURGAN","444","Kasachstan",13
"WROCLAW","152","Polen",13
"ALTAI","160","Russische Föderation",12
"BELGRAD","170","Serbien",12
"BEUTHEN","152","Polen",12
"BYTOM","152","Polen",12
"CONSTANTA","154","Rumänien",12
"FOCSANI","154","Rumänien",12
"HINCESTI","146","Moldau",12
"IASI","154","Rumänien",12
"KATTOWITZ","152","Polen",12
"LONDON","168","Vereinigtes Königreich",12
"MAILAND","137","Italien",12
"MOSKAU","160","Russische Föderation",12
"NINAWA","438","Irak",12
"OSTRODA","152","Polen",12
"PEC","138","Jugoslawien, Bundesrepublik",12
"PRISHTINE","150","Kosovo",12
"TARNOWSKIE GORY","152","Polen",12
"TIMISOARA","154","Rumänien",12
"TUZLA","122","Bosnien und Herzegowina",12
"ZAGREB","130","Kroatien",12
"ZELINOGRAD","444","Kasachstan",12
"ALMA-ATA","444","Kasachstan",11
"BAKIRKOY","163","Türkei",11
"BALTI","146","Moldau",11
"BIHAC","122","Bosnien und Herzegowina",11
"BRASOV","154","Rumänien",11
"CHORZOW","152","Polen",11
"FERIZAY","150","Kosovo",11
"GJAKOVE","150","Kosovo",11
"IGDIR","163","Türkei",11
"IZMIR","163","Türkei",11
"KAIRO","287","Ägypten",11
"KIEW","166","Ukraine",11
"KIRSEHIR","163","Türkei",11
"MIKOLOW","152","Polen",11
"NAINAWA","438","Irak",11
"NINEVEH","438","Irak",11
"ODESSA","166","Ukraine",11
"PLOIESTI","154","Rumänien",11
"RACIBORZ","152","Polen",11
"RESITA","154","Rumänien",11
"RIAD","472","Saudi-Arabien",11
"ROM","137","Italien",11
"SAO PAULO","327","Brasilien",11
"UROSEVACI","170","Serbien",11
"ABU DHABI","469","Vereinigte Arabische Emirate",10
"ADANA","163","Türkei",10
"ANKARA","163","Türkei",10
"BENIN CITY","232","Nigeria",10
"BOLOGNA","137","Italien",10
"BRCKO","122","Bosnien und Herzegowina",10
"BRESLAU","152","Polen",10
"CASABLANCA","252","Marokko",10
"DSHAMBUL","444","Kasachstan",10
"ERBIL","438","Irak",10
"FRUNSE","450","Kirgisistan",10
"GDANSK","152","Polen",10
"IDLIB","475","Syrien",10
"JAFFNA","431","Sri Lanka",10
"KABUL","423","Afghanistan",10
"KAKANJ","122","Bosnien und Herzegowina",10
"KAYSERI","163","Türkei",10
"KEMEROWO","160","Russische Föderation",10
"KERALA","436","Indien",10
"MADRID","161","Spanien",10
"MITROVICA","150","Kosovo",10
"NOVI SAD","170","Serbien",10
"NOWOSIBIRSK","160","Russische Föderation",10
"OPOLE","152","Polen",10
"PARIS","129","Frankreich",10
"POZNAN","152","Polen",10
"PRIZREN","150","Kosovo",10
"PUNJAB","436","Indien",10
"RATIBOR","152","Polen",10
"SARAJEVO","122","Bosnien und Herzegowina",10
"STRZELCE OPOLSKIE","152","Polen",10
"TASCHKENT","477","Usbekistan",10
"THESSALONIKI","134","Griechenland",10
"TIRANA","121","Albanien",10
"TRIPOLI","451","Libanon",10
"TRIPOLIS","248","Libyen",10
"ZABRZE","152","Polen",10
"AKDAGMADENI","163","Türkei",9
"ANTWERPEN","124","Belgien",9
"BIELSKO-BIALA","152","Polen",9
"BRAILA","154","Rumänien",9
"BUENOS AIRES","323","Argentinien",9
"BUKAREST","154","Rumänien",9
"DUHOK","438","Irak",9
"ELAZIG","163","Türkei",9
"GALATI","154","Rumänien",9
"HINDENBURG","152","Polen",9
"KAMISHLI","475","Syrien",9
"KEDZIERZYN-KOZLE","152","Polen",9
"LAGOS","232","Nigeria",9
"LODZ","152","Polen",9
"OUJDA","252","Marokko",9
"PEC","170","Serbien",9
"PINARBASI","163","Türkei",9
"PRIJEDOR","122","Bosnien und Herzegowina",9
"RIGA","139","Lettland",9
"SLUPSK","152","Polen",9
"SUBOTICA","170","Serbien",9
"SWERDLOWSK","160","Russische Föderation",9
"TBILISI","430","Georgien",9
"TORUN","152","Polen",9
"ZAVIDOVICI","122","Bosnien und Herzegowina",9
"AMMAN","445","Jordanien",8
"ARBIL","438","Irak",8
"ARMASESTI","154","Rumänien",8
"BAKU","425","Aserbaidschan",8
"BALIKESIR","163","Türkei",8
"BARTIN","163","Türkei",8
"BIRMINGHAM","168","Vereinigtes Königreich",8
"BISTRITA","154","Rumänien",8
"BOGAZLIYAN","163","Türkei",8
"BURSA","163","Türkei",8
"CALARASI","154","Rumänien",8
"DAMASCUS","475","Syrien",8
"DEVREK","163","Türkei",8
"DIYARBAKIR","163","Türkei",8
"DOBOJ","122","Bosnien und Herzegowina",8
"DOHUK","438","Irak",8
"DOLJ","154","Rumänien",8
"DUBAI","469","Vereinigte Arabische Emirate",8
"ESKISEHIR","163","Türkei",8
"GUJRAT","461","Pakistan",8
"HAMA","475","Syrien",8
"JEDDAH","472","Saudi-Arabien",8
"JELENIA GORA","152","Polen",8
"KARAKOCAN","163","Türkei",8
"KARLIOVA","163","Türkei",8
"KNUROW","152","Polen",8
"KUCUKCEKMECE","163","Türkei",8
"KUMANOVO","144","Nordmazedonien",8
"KUTAHYA","163","Türkei",8
"LIEGE","124","Belgien",8
"MEKNES","252","Marokko",8
"MELILLA","161","Spanien",8
"MITROVICE","150","Kosovo",8
"MUS","163","Türkei",8
"NADAROWKA","444","Kasachstan",8
"OLSZTYN","152","Polen",8
"PEC","150","Kosovo",8
"PIEKARY SLASKIE","152","Polen",8
"SARATOW","160","Russische Föderation",8
"SEMEL","438","Irak",8
"STETTIN","152","Polen",8
"SUHAREKE","150","Kosovo",8
"SWIETOCHLOWICE","152","Polen",8
"SZTUM","152","Polen",8
"TARGOVISTE","154","Rumänien",8
"TORINO","137","Italien",8
"TSCHELJABINSK","160","Russische Föderation",8
"UCKAVAK","163","Türkei",8
"WALBRZYCH","152","Polen",8
"ZLOTOW","152","Polen",8
"ZURICH","158","Schweiz",8
"AFSIN","163","Türkei",7
"AL SHAMAL","438","Irak",7
"AL-HASAKA","475","Syrien",7
"BEOGRAD","170","Serbien",7
"BEYSEHIR","163","Türkei",7
"BRUSSEL","124","Belgien",7
"BUDAPEST","165","Ungarn",7
"BUSOVACA","122","Bosnien und Herzegowina",7
"CATANIA","137","Italien",7
"CAYCUMA","163","Türkei",7
"CHARKOW","166","Ukraine",7
"CLUJ","154","Rumänien",7
"COMANESTI","154","Rumänien",7
"CRAIOVA","154","Rumänien",7
"CZELADZ","152","Polen",7
"DARA","475","Syrien",7
"DUMBRAVENI","154","Rumänien",7
"DURRES","121","Albanien",7
"EDLIB","475","Syrien",7
"ESME","163","Türkei",7
"GLEIWITZ","152","Polen",7
"GOLBASI","163","Türkei",7
"GORAZDE","122","Bosnien und Herzegowina",7
"GRADACAC","122","Bosnien und Herzegowina",7
"GROSS STREHLITZ","152","Polen",7
"GRUDZIADZ","152","Polen",7
"HACIBEKTAS","163","Türkei",7
"ILAWA","152","Polen",7
"KADIKOY","163","Türkei",7
"KAHRAMANMARAS","163","Türkei",7
"KAMAN","163","Türkei",7
"KARAYAZI","163","Türkei",7
"KARSIYAKA","163","Türkei",7
"KATOWICE","152","Polen",7
"KDZ. EREGLI","163","Türkei",7
"KERKUK","438","Irak",7
"KINSHASA","246","Kongo, Demokratische Republik",7
"KNJAZEVAC","170","Serbien",7
"KOKTSCHETAW","444","Kasachstan",7
"KONYA","163","Türkei",7
"KUMASI","238","Ghana",7
"LAURAHUTTE","152","Polen",7
"LIPLJAN","170","Serbien",7
"MAROC","252","Marokko",7
"MEDIAS","154","Rumänien",7
"MEKKA","472","Saudi-Arabien",7
"MODENA","137","Italien",7
"MYSLOWICE","152","Polen",7
"NEW YORK","368","Vereinigte Staaten",7
"NOWY SACZ","152","Polen",7
"OPPELN","152","Polen",7
"ORENBURG","160","Russische Föderation",7
"OSTERODE","152","Polen",7
"POZAREVAC","170","Serbien",7
"PRAHOVA","154","Rumänien",7
"PSZCZYNA","152","Polen",7
"PYSKOWICE","152","Polen",7
"RAMNICU SARAT","154","Rumänien",7
"RIYADH","472","Saudi-Arabien",7
"SANLIURFA","163","Türkei",7
"SARAN","444","Kasachstan",7
"SARKISLA","163","Türkei",7
"SENJAR","438","Irak",7
"SEVILLA","161","Spanien",7
"SIBIU","154","Rumänien",7
"SIMFEROPOL","166","Ukraine",7
"SISLI","163","Türkei",7
"SLAWGOROD","160","Russische Föderation",7
"SOFIA","125","Bulgarien",7
"TARNOWITZ","152","Polen",7
"TAVSANLI","163","Türkei",7
"TRABZON","163","Türkei",7
"TRAVNIK","122","Bosnien und Herzegowina",7
"TURIN","137","Italien",7
"UROSEVACI","150","Kosovo",7
"URZICENI","154","Rumänien",7
"USAK","163","Türkei",7
"VALENCIA","161","Spanien",7
"WODZISLAW SLASKI","152","Polen",7
"ADIYAMAN","163","Türkei",6
"AKCAABAT","163","Türkei",6
"AKCADAG","163","Türkei",6
"ALEXANDRIA","287","Ägypten",6
"ALLENSTEIN","152","Polen",6
"ALTINDAG","163","Türkei",6
"AMSTERDAM","148","Niederlande",6
"AMUDA","475","Syrien",6
"AYDIN","163","Türkei",6
"BAALBEK","451","Libanon",6
"BAHCELIEVLER","163","Türkei",6
"BANGKOK","476","Thailand",6
"BARBULESTI","154","Rumänien",6
"BENIN","232","Nigeria",6
"BIGADIC","163","Türkei",6
"BIHOR","154","Rumänien",6
"BOTOSANI","154","Rumänien",6
"BUCURESTI","154","Rumänien",6
"BUZAU","154","Rumänien",6
"BYDGOSZCZ","152","Polen",6
"CARAS-SEVERIN","154","Rumänien",6
"CARSAMBA","163","Türkei",6
"CHERSON","166","Ukraine",6
"CHISINAU","154","Rumänien",6
"CICEKDAGI","163","Türkei",6
"CORDOBA","161","Spanien",6
"CORUM","163","Türkei",6
"CRICIUMA","327","Brasilien",6
"DAHOUK","438","Irak",6
"DEIRAZZOR","475","Syrien",6
"DENIZLI","163","Türkei",6
"DNIPROPETROWSK","166","Ukraine",6
"DUBLIN","135","Irland",6
"DUZCE","163","Türkei",6
"DZIERZONIOW","152","Polen",6
"ELBASAN","121","Albanien",6
"EMET","163","Türkei",6
"FAGARAS","154","Rumänien",6
"FES","252","Marokko",6
"FILIASI","154","Rumänien",6
"FOCA","122","Bosnien und Herzegowina",6
"FOGGIA","137","Italien",6
"GIZA","287","Ägypten",6
"GORJ","154","Rumänien",6
"GORZOW WIELKOPOLSKI","152","Polen",6
"GOSTIVAR","144","Nordmazedonien",6
"GUMUSHACIKOY","163","Türkei",6
"HO CHI MINH","432","Vietnam",6
"HUNEDOARA","154","Rumänien",6
"IDLEB","475","Syrien",6
"JASTRZEBIE ZDROJ","152","Polen",6
"KARABUK","163","Türkei",6
"KARS","163","Türkei",6
"KDZ EREGLI","163","Türkei",6
"KECIOREN","163","Türkei",6
"KIGI","163","Türkei",6
"KLINA","170","Serbien",6
"KOBANI","475","Syrien",6
"KONIGSHUTTE","152","Polen",6
"KONSTANTINOWKA","444","Kasachstan",6
"KRAKOW","152","Polen",6
"KUWAIT","448","Kuwait",6
"LAHORE","461","Pakistan",6
"LATAKIA","475","Syrien",6
"LENINGRAD","160","Russische Föderation",6
"LISSABON","153","Portugal",6
"LJUBLJANA","131","Slowenien",6
"LOGANESTI","146","Moldau",6
"LUSHNJE","121","Albanien",6
"LYON","129","Frankreich",6
"MAGURE","150","Kosovo",6
"MALAGA","161","Spanien",6
"MANISA","163","Türkei",6
"MARDIN","163","Türkei",6
"MARSEILLE","129","Frankreich",6
"MASHHAD","439","Iran",6
"MERSIN","163","Türkei",6
"MESSINA","137","Italien",6
"NAIROBI","243","Kenia",6
"NAKHON RATCHASIMA","476","Thailand",6
"OLESNO","152","Polen",6
"OLT","154","Rumänien",6
"ORASTIE","154","Rumänien",6
"OSIJEK","130","Kroatien",6
"OSMANGAZI","163","Türkei",6
"PILA","152","Polen",6
"PLESS","152","Polen",6
"PLOVDIV","125","Bulgarien",6
"PRAG","164","Tschechien",6
"PRISHTINA","138","Jugoslawien, Bundesrepublik",6
"PRIZREN","170","Serbien",6
"QAMISCHLI","475","Syrien",6
"ROTTERDAM","148","Niederlande",6
"RYBNIK","152","Polen",6
"SBENEH","475","Syrien",6
"SEHITKAMIL","163","Türkei",6
"SIEMIANOWICE SLASKIE","152","Polen",6
"SINDSCHAR","438","Irak",6
"ST. PETERSBURG","160","Russische Föderation",6
"STRASENI","146","Moldau",6
"SUCEAVA","154","Rumänien",6
"SUDINE","122","Bosnien und Herzegowina",6
"SUDURAGI","163","Türkei",6
"SUMY","166","Ukraine",6
"SZCZYTNO","152","Polen",6
"TEHERAN","439","Iran",6
"TELEORMAN","154","Rumänien",6
"TIMIS","154","Rumänien",6
"TIRANE","121","Albanien",6
"TIRASPOL","146","Moldau",6
"TIRGOVISTE","154","Rumänien",6
"TIRGU MURES","154","Rumänien",6
"TOKAT","163","Türkei",6
"TREVISO","137","Italien",6
"TRIPOLI","248","Libyen",6
"TUNIS","285","Tunesien",6
"VRANJE","170","Serbien",6
"WIELUN","152","Polen",6
"YARMOUK","475","Syrien",6
"YESILYURT","163","Türkei",6
"ZALAU","154","Rumänien",6
"ZARAGOZA","161","Spanien",6
"ZBROSLAWICE","152","Polen",6
"AFRIN","475","Syrien",5
"AGRI","163","Türkei",5
"AIN AL-ARAB","475","Syrien",5
"AKTJUBINSK","444","Kasachstan",5
"ALGIER","221","Algerien",5
"ALKOSH","438","Irak",5
"ALMA ATA","444","Kasachstan",5
"ALMATY","444","Kasachstan",5
"ALMERIA","161","Spanien",5
"ALQOSH","438","Irak",5
"ALTINTAS","163","Türkei",5
"ARAD","154","Rumänien",5
"ASBEST","160","Russische Föderation",5
"AYANCIK","163","Türkei",5
"BAGCILAR","163","Türkei",5
"BANJA LUCA","122","Bosnien und Herzegowina",5
"BANOVICI","122","Bosnien und Herzegowina",5
"BARNAUL","160","Russische Föderation",5
"BATMAN","163","Türkei",5
"BEN TRE","432","Vietnam",5
"BENGHAZI","248","Libyen",5
"BENI BOUYAHIE","252","Marokko",5
"BEOGRAD","138","Jugoslawien, Bundesrepublik",5
"BEYLIKDUZU","163","Türkei",5
"BINGOL","163","Türkei",5
"BJELOVAR","130","Kroatien",5
"BLIDA","451","Libanon",5
"BOGOTA","349","Kolumbien",5
"BORDEAUX","129","Frankreich",5
"BOUARFA","252","Marokko",5
"BRAZZAVILLE","245","Kongo",5
"BROMBERG","152","Polen",5
"BULANIK","163","Türkei",5
"BUYUKCEKMECE","163","Türkei",5
"BYTOW","152","Polen",5
"CADIZ","161","Spanien",5
"CHARKIW OBL.","166","Ukraine",5
"CHIARI","137","Italien",5
"COM. ARMASESTI JUD. IALOMITA","154","Rumänien",5
"COSEL","152","Polen",5
"COSERNITA","146","Moldau",5
"CZLUCHOW","152","Polen",5
"DAMAS SUBURB","475","Syrien",5
"DEIR EZZOR","475","Syrien",5
"DEN HAAG","148","Niederlande",5
"DIBER","121","Albanien",5
"DNIPROPETROWSK OBL.","166","Ukraine",5
"DOROHOI","154","Rumänien",5
"DOUALA","262","Kamerun",5
"DRAGASANI","154","Rumänien",5
"DRAMATAL","152","Polen",5
"DSHESKASGAN","444","Kasachstan",5
"DURBAN","263","Südafrika",5
"DUSCHANBE","470","Tadschikistan",5
"DUSHANBE","470","Tadschikistan",5
"DZIALDOWO","152","Polen",5
"EKIBASTUS","444","Kasachstan",5
"ELESKIRT","163","Türkei",5
"ELK","152","Polen",5
"FAIDA","438","Irak",5
"FETESTI","154","Rumänien",5
"FIER","121","Albanien",5
"GALIZKOJE","444","Kasachstan",5
"GAZA","995",NA,5
"GAZIANTEP","163","Türkei",5
"GHJILANE","150","Kosovo",5
"GIRONA","161","Spanien",5
"GJILAN","150","Kosovo",5
"GLIWICE","152","Polen",5
"GLUCHOLAZY","152","Polen",5
"GRACANICA","122","Bosnien und Herzegowina",5
"GRANADA","161","Spanien",5
"GRAZ","151","Österreich",5
"HA TINH","432","Vietnam",5
"HEYDEBRECK","152","Polen",5
"HINIS","163","Türkei",5
"HODMEZOVASARHELY","165","Ungarn",5
"HOSHIARPUR","436","Indien",5
"ICARA","327","Brasilien",5
"ILZA","152","Polen",5
"INNSBRUCK","151","Österreich",5
"INOVI PAZAR","125","Bulgarien",5
"INOVI PAZAR","170","Serbien",5
"ISKENDERUN","163","Türkei",5
"ISTOK","150","Kosovo",5
"JALANDHAR","436","Indien",5
"JASTRZEBIE-ZDROJ","152","Polen",5
"JENDOUBA","285","Tunesien",5
"JEREWAN","422","Armenien",5
"JERUSALEM","441","Israel",5
"KALININGRAD","160","Russische Föderation",5
"KAMYSCHIN","160","Russische Föderation",5
"KANT","450","Kirgisistan",5
"KARA-BALTA","450","Kirgisistan",5
"KARADENIZ EREGLI","163","Türkei",5
"KAYNARCA","163","Türkei",5
"KHAN ARNABA","475","Syrien",5
"KHARTOUM","276","Sudan (einschließlich Südsudan)",5
"KINSHASA","245","Kongo",5
"KIRIKHAN","163","Türkei",5
"KLAIPEDA","142","Litauen",5
"KLINA","150","Kosovo",5
"KLINE","150","Kosovo",5
"KOCANI","144","Nordmazedonien",5
"KOCASINAN","163","Türkei",5
"KONAK","163","Türkei",5
"KONOTOP","166","Ukraine",5
"KOSOVO POLJE","170","Serbien",5
"KOZLU","163","Türkei",5
"KRASNOJARSK","160","Russische Föderation",5
"KRUSEVAC","170","Serbien",5
"LAC","121","Albanien",5
"LAZNICA","170","Serbien",5
"LE KEF","285","Tunesien",5
"LEGNICA","152","Polen",5
"LINZ","151","Österreich",5
"LIPLJAN","150","Kosovo",5
"LIPNICA","122","Bosnien und Herzegowina",5
"LOME","283","Togo",5
"LUBLINIEC","152","Polen",5
"LUGOJ","154","Rumänien",5
"LWOWEK SLASKI","152","Polen",5
"MACKA","163","Türkei",5
"MAKINSK","444","Kasachstan",5
"MELBOURNE","523","Australien",5
"MILANO","137","Italien",5
"MONTREAL","348","Kanada",5
"MORAG","152","Polen",5
"MOSTAR","122","Bosnien und Herzegowina",5
"MRAGOWO","152","Polen",5
"MULHOUSE","129","Frankreich",5
"MURCIA","161","Spanien",5
"MYTILINI","134","Griechenland",5
"NAM DINH","432","Vietnam",5
"NAMYSLOW","152","Polen",5
"NEAMT","154","Rumänien",5
"NEGRESTI","154","Rumänien",5
"NEGRESTI-OAS","154","Rumänien",5
"NIKOLAI","152","Polen",5
"NINIVE","438","Irak",5
"NOVI GRAD","122","Bosnien und Herzegowina",5
"NOWA SOL","152","Polen",5
"NUORO","137","Italien",5
"NUSAYBIN","163","Türkei",5
"OBILIC","150","Kosovo",5
"ODOBESTI","154","Rumänien",5
"OHIO","368","Vereinigte Staaten",5
"OMERLI","163","Türkei",5
"ORADEA","154","Rumänien",5
"ORAN","221","Algerien",5
"OZIMEK","152","Polen",5
"PANCEVO","170","Serbien",5
"PASLEK","152","Polen",5
"PATARLAGELE","154","Rumänien",5
"PAVLODARSKAYA","444","Kasachstan",5
"PAZARCIK","163","Türkei",5
"PEISKRETSCHAM","152","Polen",5
"PERM","160","Russische Föderation",5
"PERSEMBE","163","Türkei",5
"PITESTI","154","Rumänien",5
"POSEN","152","Polen",5
"PRISHTINE","138","Jugoslawien, Bundesrepublik",5
"PRUDNIK","152","Polen",5
"PUHACENI","146","Moldau",5
"QUNAITRA","475","Syrien",5
"RABAT","252","Marokko",5
"RADAUTI","154","Rumänien",5
"RAWNOPOL","444","Kasachstan",5
"RIJEKA","130","Kroatien",5
"RIO DE JANEIRO","327","Brasilien",5
"RIZE","163","Türkei",5
"ROSIORI DE VEDE","154","Rumänien",5
"SABAC","170","Serbien",5
"SAIGON","432","Vietnam",5
"SAMANDAG","163","Türkei",5
"SAN CRISTOBAL","367","Venezuela",5
"SANKT PETERSBURG","160","Russische Föderation",5
"SAPORISCHSCHJA","166","Ukraine",5
"SATU MARE","154","Rumänien",5
"SENBAGLAR","163","Türkei",5
"SENSBURG","152","Polen",5
"SEREFLIKOCHISAR","163","Türkei",5
"SEYHAN","163","Türkei",5
"SHKODRA","121","Albanien",5
"SIALKOT","461","Pakistan",5
"SIEMIANOWICE","152","Polen",5
"SIKLOS","165","Ungarn",5
"SINGEREI","146","Moldau",5
"SINJAR","438","Irak",5
"SOUR","451","Libanon",5
"SP","327","Brasilien",5
"SPANIEN","161","Spanien",5
"STAROGARD GDANSKI","152","Polen",5
"STRUGA","144","Nordmazedonien",5
"SULAIMANIYYA","438","Irak",5
"SULEIMANIA","438","Irak",5
"SWIERKLANIEC","152","Polen",5
"SZCZECIN","152","Polen",5
"TALKEF","438","Irak",5
"TARGU MURES","154","Rumänien",5
"TARNAVENI","154","Rumänien",5
"TASNAD","154","Rumänien",5
"TAZA","252","Marokko",5
"TEKELI","444","Kasachstan",5
"THORN","152","Polen",5
"TICHAU","152","Polen",5
"TORONTO","348","Kanada",5
"TSCHISTOPOL","444","Kasachstan",5
"TURKEI","163","Türkei",5
"VADU CRISULUI","154","Rumänien",5
"VALCEA","154","Rumänien",5
"VELES","144","Nordmazedonien",5
"VILLACH","151","Österreich",5
"VISOKO","122","Bosnien und Herzegowina",5
"VLORE","121","Albanien",5
"VUCITRN","170","Serbien",5
"WABRZEZNO","152","Polen",5
"WALCZ","152","Polen",5
"WARSCHAU","152","Polen",5
"YAHYALI","163","Türkei",5
"YAZICEPNI","163","Türkei",5
"ZAJECAR","170","Serbien",5
"ZAKHO","438","Irak",5
"ZELEZNIK","170","Serbien",5
"ZIELONA GORA","152","Polen",5
"ZORY","152","Polen",5
"ZRENJANIN","170","Serbien",5
"ZVORNIK","122","Bosnien und Herzegowina",5
"ABADAN","439","Iran",4
"ADAPAZARI","163","Türkei",4
"AGADIR","252","Marokko",4
"AIN ALARAB","475","Syrien",4
"AKMOLINSK","444","Kasachstan",4
"AKSARAY","163","Türkei",4
"AL HASAKA","475","Syrien",4
"AL HOCEIMA","252","Marokko",4
"ALEKSINAC","170","Serbien",4
"ALEXEJEWKA","160","Russische Föderation",4
"ALKOUSH","438","Irak",4
"AMOUDA","475","Syrien",4
"ANTAKYA","163","Türkei",4
"ANTALYA","163","Türkei",4
"AR-RAQQA","475","Syrien",4
"ARAKLI","163","Türkei",4
"ARANDELOVAC","170","Serbien",4
"ARDESEN","163","Türkei",4
"ASTANA","444","Kasachstan",4
"ASTRACHANKA","444","Kasachstan",4
"AVANOS","163","Türkei",4
"BABICI","122","Bosnien und Herzegowina",4
"BALAN","154","Rumänien",4
"BALCHASCH","444","Kasachstan",4
"BANDIRMA","163","Türkei",4
"BARI","137","Italien",4
"BASRA","438","Irak",4
"BEIUS","154","Rumänien",4
"BELGRAD","138","Jugoslawien, Bundesrepublik",4
"BENGASI","248","Libyen",4
"BENI ENSAR","252","Marokko",4
"BENI MELLAL","252","Marokko",4
"BESIRI","163","Türkei",4
"BETHLEHEM","441","Israel",4
"BIALYSTOK","152","Polen",4
"BIRECIK","163","Türkei",4
"BISKUPIEC","152","Polen",4
"BITOLA","144","Nordmazedonien",4
"BOLU","163","Türkei",4
"BOSANSKI NOVI","122","Bosnien und Herzegowina",4
"BRESCIA","137","Italien",4
"BRIXEN","137","Italien",4
"BUENAVENTURA","349","Kolumbien",4
"BURLA","160","Russische Föderation",4
"CAHUL","146","Moldau",4
"CAL","163","Türkei",4
"CALOVA","163","Türkei",4
"CANKAYA","163","Türkei",4
"CANTEMIR","146","Moldau",4
"CAPLJINA","122","Bosnien und Herzegowina",4
"CARACAS","367","Venezuela",4
"CARANSEBES","154","Rumänien",4
"CARBONIA","137","Italien",4
"CARBUNESTI","154","Rumänien",4
"CASERTA","137","Italien",4
"CAYIRALAN","163","Türkei",4
"CAYKARA","163","Türkei",4
"CHARKIW","166","Ukraine",4
"CHARKOV","166","Ukraine",4
"CHELMNO","152","Polen",4
"CHRZANOW","152","Polen",4
"CIEZKOWICE","152","Polen",4
"CIMISLIA","146","Moldau",4
"CINARDIBI","163","Türkei",4
"CIVRIL","163","Türkei",4
"CZESTOCHOWA","152","Polen",4
"DABROWNO","152","Polen",4
"DAKAHLIYA","287","Ägypten",4
"DANISMENT","163","Türkei",4
"DARMANESTI","154","Rumänien",4
"DEUTSCH PIEKAR","152","Polen",4
"DEVELI","163","Türkei",4
"DIHOUK","438","Irak",4
"DINAR","163","Türkei",4
"DOBRODZIEN","152","Polen",4
"DOGANSEHIR","163","Türkei",4
"DONEZK","166","Ukraine",4
"DONEZK OBL.","166","Ukraine",4
"DONG NAI","432","Vietnam",4
"DOUMA","475","Syrien",4
"DROCHIA","146","Moldau",4
"DRUSHBA","160","Russische Föderation",4
"ELBLAG","152","Polen",4
"EMIRDAG","163","Türkei",4
"FAISALABAD","461","Pakistan",4
"FALESTI","146","Moldau",4
"FALTICENI","154","Rumänien",4
"FARKHANA","252","Marokko",4
"FLORENZ","137","Italien",4
"FLORESTI","146","Moldau",4
"FRUNZE","450","Kirgisistan",4
"FUSHE KOSOVE","150","Kosovo",4
"GAESTI","154","Rumänien",4
"GANDIA","161","Spanien",4
"GAZIOSMANPASA","163","Türkei",4
"GDYNIA","152","Polen",4
"GENK","124","Belgien",4
"GIRESUN","163","Türkei",4
"GIZEH","287","Ägypten",4
"GJIROKASTER","121","Albanien",4
"GLASGOW","168","Vereinigtes Königreich",4
"GLUBCZYCE","152","Polen",4
"GOKCEBEY","163","Türkei",4
"GOLDAP","152","Polen",4
"GOLE","163","Türkei",4
"GOLUBOWKA","444","Kasachstan",4
"GOMEL","169","Belarus",4
"GORA","122","Bosnien und Herzegowina",4
"GRAUDENZ","152","Polen",4
"GRONINGEN","148","Niederlande",4
"GUIMARAES","153","Portugal",4
"HA NOI","432","Vietnam",4
"HAI DUONG","432","Vietnam",4
"HANOI","432","Vietnam",4
"HARGHITA","154","Rumänien",4
"HARYANA","436","Indien",4
"HASAKE","475","Syrien",4
"HATAY","163","Türkei",4
"HELSINGBORG","157","Schweden",4
"HENGELO","148","Niederlande",4
"HERMANNSTADT","154","Rumänien",4
"HISARONU","163","Türkei",4
"HO-CHI-MINH-STADT","432","Vietnam",4
"HOLGUIN","351","Kuba",4
"HONG KONG","479","China",4
"HOREZU","154","Rumänien",4
"IGNATEI","146","Moldau",4
"IMAMOGLU","163","Türkei",4
"INOWROCLAW","152","Polen",4
"IRBID","445","Jordanien",4
"ISABEY","163","Türkei",4
"ISFAHAN","439","Iran",4
"ISPARTA","163","Türkei",4
"ISTOG","150","Kosovo",4
"IVRINDI","163","Türkei",4
"JEDRZEJOW","152","Polen",4
"JERADA","252","Marokko",4
"KACANIK","150","Kosovo",4
"KAMISCHLI","475","Syrien",4
"KANDAHAR","423","Afghanistan",4
"KAPURTHALA","436","Indien",4
"KARACHI","461","Pakistan",4
"KARLOVAC","130","Kroatien",4
"KARTAL","163","Türkei",4
"KAVADARCI","144","Nordmazedonien",4
"KAVAK","163","Türkei",4
