pid,city_1,city_2,city_3,city_4,imp_birth_country,imp_type,city_1_country,city_2_country,city_3_country,city_4_country,exonym_country.x,exonym_country.y,exonym_country_0,exonym_country_1,history_birth_country
11266,ANNAHUTTE,SENFTENBERG,NA,NA,000/152,german_city/unique_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
11650,POMMERN,STOLP,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
11651,BERENT,SCHONECK,NA,NA,000/152,german_city/unique_city,NA,NA,NA,NA,NA,NA,NA,152,152
11678,INSTERBURG,NEU-NASSAU,NA,NA,000/160,german_base/ostgebiete,NA,NA,NA,NA,NA,NA,NA,NA,NA
11707,BRANDENBURG,ELCHNIEDERUNG,NA,NA,000/160,german_city/ostgebiete,NA,NA,NA,NA,NA,NA,NA,NA,NA
12286,MARKDORF,MARKOWICE,RACIBORZ,RATIBOR,000/152,german_city/unique_city,NA,NA,NA,152,152,152,NA,NA,152
12490,ALLENSTEIN,NEU-VIERZIGHUBEN,NA,NA,000/152,german_base/unique_city,152,NA,NA,NA,152,152,NA,NA,152
13016,LINDENDORF,SENSBURG,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
13455,COCHEM,MOSEL,NA,NA,000/438,german_city/unique_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
13552,KOLBERG,ZIRKOW,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
13819,GUSTROW,KRAKOW,NA,NA,000/152,german_base/german_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
13873,FREIBURG,SCHWEIDNITZ,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
13992,OSTERODE,OSTRODA,NA,NA,000/152,unique_city,NA,NA,NA,NA,NA,NA,152,152,152
14172,GERSWALDE,MOHRUNGEN,NA,NA,000/152,german_city/unique_city,NA,NA,NA,NA,NA,NA,152,152,152
14651,GLEIWITZ,OS,NA,NA,149/152,unique_city,152,NA,NA,NA,152,152,NA,NA,152
14886,BELGARD,LANGEN,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
14965,OSTPR.,ROSENGARTEN,NA,NA,000/152,german_city/ostgebiete,NA,NA,NA,NA,NA,NA,NA,152,152
15033,GOLDAP,SCHONTAL,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
15106,NEIDENBURG,NEUHOF,NA,NA,000/152,german_city/ostgebiete,152,NA,NA,NA,152,152,NA,NA,152
15242,ORTENBURG,OSTPREUSSEN,NA,NA,000/152,fuzzy/ostgebiete,NA,NA,NA,NA,NA,NA,NA,NA,NA
15588,BAD ALTHEIDE,GLATZ,NA,NA,000/152,german_base/unique_city,NA,152,NA,NA,152,152,NA,NA,152
15727,GLEIWITZ,SCHONWALD,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
15812,NEISSE,ZIEGENHALS,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
15910,ARNSDORF,HEILSBERG,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
16267,NEUMARK,STUHM,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
16557,BETHEL,BIELEFELD,GADDERBAUM,NA,000/368,german_city/world_list,NA,NA,NA,NA,NA,NA,NA,NA,NA
17199,KOLBERG,POMMERN,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
17415,KEMPTEN,MITTELBERG,NA,NA,000/151,german_city/unique_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
17977,HAINAU,LIEGNITZ,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
18033,MARKT-BOHRAU,STREHLEN,NA,NA,000/152,german_base/ostgebiete,NA,152,NA,NA,152,152,NA,NA,152
18068,STUHM,WEISSENBERG,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
18099,KLEIN-KURSCHEN,MEMEL,NA,NA,000/142,german_base/unique_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
18313,GORY,TARNOWITZ,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
18499,ARNSDORF,SCHWEIDNITZ,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
18552,LAA,MISTELBACH,NA,NA,000/151,country_literal/german_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
18871,SILBITZ,STREHLEN,NA,NA,000/152,german_city/ostgebiete,NA,152,NA,NA,152,152,NA,NA,152
18944,LUBEN,ZEDLITZ,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
18976,ALIA,PALERMO,NA,NA,349/475,unique_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
19022,BEUTHEN,DRAMATAL,OS,NA,149/152,unique_city,NA,NA,NA,NA,NA,NA,NA,152,152
19346,IMIELIN,PLESS,NA,NA,000/152,german_city/unique_city,NA,152,NA,NA,152,152,NA,NA,152
19378,GENK,LIMBURG,NA,NA,000/124,german_base/unique_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
19408,FRIEDRICHSTHAL,OSTPR.,NA,NA,000/152,german_city/ostgebiete,NA,NA,NA,NA,NA,NA,NA,152,152
19762,NEISSE,PATSCHKAU,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
20125,BADEN,BRETTEN,NA,NA,000/151,german_base/german_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
20209,GLATZ,GOLDBACH,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
20320,ALLENSTEIN,WARDENBURG,NA,NA,000/152,fuzzy/unique_city,152,NA,NA,NA,152,152,NA,NA,152
20671,STETTIN,WOLGAST,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
20826,BADEN,FORST,NA,NA,000/151,german_base/german_city,NA,NA,NA,NA,NA,NA,NA,NA,NA
20927,GRUNWALD,HEILIGENBEIL,NA,NA,000/160,fuzzy/ostgebiete,NA,NA,NA,NA,NA,NA,NA,152,152
21161,BORKEN,ORTELSBURG,NA,NA,000/152,german_city/unique_city,NA,NA,NA,NA,NA,NA,152,152,152
21386,KONIGSBERG,OSTPR.,POGAUEN,NA,000/152,german_base/ostgebiete,NA,NA,NA,NA,NA,NA,NA,152,152
21553,DANZIG,LANGENAU,NA,NA,000/152,german_city/unique_city,152,NA,NA,NA,152,152,NA,NA,152
21887,BRUX,HAMMER,NA,NA,000/164,german_base/unique_city,NA,NA,NA,NA,NA,NA,NA,152,152
21900,NEU-SCHIEMANEN,ORTELSBURG,NA,NA,000/152,german_base/unique_city,NA,NA,NA,NA,NA,NA,152,152,152
